ORF,RANK,BIN,evo_rate_norm
YJL191W,20.0,0Low,0.0036120642947444466
YJL192C,2244.0,2Medium,0.4052736138703269
YJL193W,3184.0,2Medium,0.5750406357233159
YJL194W,2799.0,2Medium,0.5055083980494853
YJL196C,2986.0,2Medium,0.5392811992053459
YJL197W,3710.0,3Medhigh,0.6700379266750948
YJL198W,1513.0,1Medlow,0.27325266389741737
YJL200C,612.0,0Low,0.11052916741918006
YJL201W,2448.0,2Medium,0.44211666967672025
YJL203W,5326.0,4High,0.961892721690446
YJL204C,2866.0,2Medium,0.5176088134368791
YJL205C,4829.0,4High,0.8721329239660466
YJL206C,3170.0,2Medium,0.5725121907169948
YJL207C,3787.0,3Medhigh,0.683944374209861
YJL208C,1691.0,1Medlow,0.3054000361206429
YJL209W,4250.0,3Medhigh,0.7675636626331949
YJL210W,4755.0,4High,0.8587682860754922
YJL212C,949.0,0Low,0.17139245078562398
YJL213W,1587.0,1Medlow,0.28661730178797185
YJL214W,3013.0,2Medium,0.5441574860032509
YJL216C,849.0,0Low,0.15333212931190174
YJL217W,1866.0,1Medlow,0.33700559869965685
YJL218W,1738.0,1Medlow,0.3138883872132924
YJL219W,2713.0,2Medium,0.48997652158208416
YJL221C,1154.0,1Medlow,0.20841610980675457
YJL222W,5400.0,4High,0.9752573595810006
YJL223C,3826.0,3Medhigh,0.6909878995846126
YJL225C,5365.0,4High,0.9689362470651978
YJR001W,1174.0,1Medlow,0.21202817410149902
YJR002W,4521.0,4High,0.8165071338269821
YJR003C,4963.0,4High,0.8963337547408344
YJR004C,5387.0,4High,0.9729095177894167
YJR005C-A,2129.0,1Medlow,0.38450424417554635
YJR005W,2323.0,2Medium,0.41954126783456747
YJR006W,2752.0,2Medium,0.4970200469568358
YJR007W,219.0,0Low,0.03955210402745169
YJR008W,2673.0,2Medium,0.48275239299259526
YJR009C,508.0,0Low,0.09174643308650894
YJR010C-A,4794.0,4High,0.8658118114502438
YJR010W,733.0,0Low,0.13238215640238396
YJR011C,4264.0,3Medhigh,0.770092107639516
YJR012C,5223.0,4High,0.9432905905725122
YJR013W,3896.0,3Medhigh,0.7036301246162182
YJR014W,918.0,0Low,0.1657937511287701
YJR015W,4127.0,3Medhigh,0.7453494672205165
YJR016C,262.0,0Low,0.04731804226115225
YJR017C,1313.0,1Medlow,0.2371320209499729
YJR019C,1623.0,1Medlow,0.2931190175185118
YJR021C,5053.0,4High,0.9125880440671844
YJR022W,3934.0,3Medhigh,0.7104930467762326
YJR024C,1742.0,1Medlow,0.3146108000722413
YJR025C,813.0,0Low,0.14683041358136176
YJR027W,3445.0,3Medhigh,0.6221780747697309
YJR028W,2837.0,2Medium,0.5123713202094997
YJR029W,2793.0,2Medium,0.504424778761062
YJR030C,5224.0,4High,0.9434711937872494
YJR031C,4138.0,3Medhigh,0.747336102582626
YJR032W,3032.0,2Medium,0.5475889470832581
YJR033C,2395.0,2Medium,0.4325446992956475
YJR034W,434.0,0Low,0.07838179519595449
YJR035W,1884.0,1Medlow,0.34025645656492687
YJR036C,4036.0,3Medhigh,0.7289145746794293
YJR039W,5348.0,4High,0.965865992414665
YJR040W,1729.0,1Medlow,0.3122629582806574
YJR041C,4844.0,4High,0.8748419721871049
YJR042W,3236.0,2Medium,0.5844320028896515
YJR043C,3153.0,2Medium,0.569441936066462
YJR044C,1741.0,1Medlow,0.31443019685750406
YJR045C,172.0,0Low,0.03106375293480224
YJR046W,3152.0,2Medium,0.5692613328517248
YJR047C,313.0,0Low,0.05652880621275059
YJR048W,247.0,0Low,0.04460899404009391
YJR049C,1499.0,1Medlow,0.27072421889109627
YJR050W,4040.0,3Medhigh,0.7296369875383781
YJR051W,1861.0,1Medlow,0.33610258262597076
YJR052W,3012.0,2Medium,0.5439768827885136
YJR053W,3612.0,3Medhigh,0.6523388116308471
YJR054W,3920.0,3Medhigh,0.7079646017699115
YJR055W,3599.0,3Medhigh,0.6499909698392632
YJR056C,3983.0,3Medhigh,0.7193426042983565
YJR057W,3043.0,2Medium,0.5495755824453675
YJR058C,523.0,0Low,0.09445548130756727
YJR059W,2572.0,2Medium,0.4645114683041358
YJR060W,3904.0,3Medhigh,0.7050749503341159
YJR061W,3641.0,3Medhigh,0.6575763048582265
YJR062C,3320.0,2Medium,0.5996026729275781
YJR063W,701.0,0Low,0.12660285353079284
YJR064W,240.0,0Low,0.043344771536933356
YJR065C,207.0,0Low,0.03738486545060502
YJR066W,995.0,0Low,0.1797001986635362
YJR067C,2159.0,1Medlow,0.389922340617663
YJR068W,1062.0,0Low,0.1918006140509301
YJR069C,1368.0,1Medlow,0.24706519776052013
YJR070C,809.0,0Low,0.14610800072241287
YJR072C,721.0,0Low,0.1302149178255373
YJR073C,2808.0,2Medium,0.5071338269821203
YJR074W,3897.0,3Medhigh,0.7038107278309554
YJR075W,1985.0,1Medlow,0.3584973812533863
YJR076C,692.0,0Low,0.12497742459815785
YJR077C,488.0,0Low,0.08813436879176449
YJR078W,4122.0,3Medhigh,0.7444464511468304
YJR080C,4655.0,4High,0.8407079646017699
YJR082C,2305.0,2Medium,0.41629040996929745
YJR083C,4743.0,4High,0.8566010474986455
YJR084W,4093.0,3Medhigh,0.739208957919451
YJR085C,2860.0,2Medium,0.5165251941484559
YJR086W,2654.0,2Medium,0.47932093191258807
YJR088C,3497.0,3Medhigh,0.6315694419360665
YJR089W,5392.0,4High,0.9738125338631027
YJR090C,1978.0,1Medlow,0.35723315875022577
YJR091C,1805.0,1Medlow,0.3259888026006863
YJR092W,4867.0,4High,0.8789958461260611
YJR093C,3338.0,3Medhigh,0.6028535307928481
YJR094C,4550.0,4High,0.8217446270543616
YJR094W-A,225.0,0Low,0.04063572331587502
YJR095W,482.0,0Low,0.08705074950334116
YJR096W,1489.0,1Medlow,0.26891818674372403
YJR097W,4511.0,4High,0.8147011016796099
YJR098C,2873.0,2Medium,0.5188730359400398
YJR099W,4586.0,4High,0.8282463427849016
YJR100C,2023.0,1Medlow,0.36536030341340076
YJR101W,3098.0,2Medium,0.5595087592559147
YJR102C,3932.0,3Medhigh,0.7101318403467581
YJR103W,960.0,0Low,0.17337908614773342
YJR104C,1067.0,0Low,0.19270363012461622
YJR105W,1024.0,0Low,0.18493769189091566
YJR106W,4081.0,3Medhigh,0.7370417193426043
YJR107W,2490.0,2Medium,0.4497020046956836
YJR108W,4381.0,3Medhigh,0.791222683763771
YJR109C,660.0,0Low,0.11919812172656673
YJR110W,2442.0,2Medium,0.44103305038829693
YJR111C,1484.0,1Medlow,0.26801517067003794
YJR112W,3704.0,3Medhigh,0.6689543073866715
YJR113C,2668.0,2Medium,0.48184937691890917
YJR115W,5372.0,4High,0.9702004695683584
YJR116W,2956.0,2Medium,0.5338631027632292
YJR117W,1822.0,1Medlow,0.3290590572512191
YJR118C,4430.0,4High,0.8000722412858949
YJR119C,3993.0,3Medhigh,0.7211486364457287
YJR121W,92.0,0Low,0.016615495755824453
YJR122W,4615.0,4High,0.833483836012281
YJR123W,32.0,0Low,0.0057793028715911144
YJR124C,1840.0,1Medlow,0.33230991511648905
YJR125C,2888.0,2Medium,0.5215820841610981
YJR126C,2600.0,2Medium,0.469568358316778
YJR127C,3522.0,3Medhigh,0.636084522304497
YJR129C,4778.0,4High,0.8629221600144482
YJR130C,2164.0,1Medlow,0.3908253566913491
YJR131W,3024.0,2Medium,0.5461441213653603
YJR132W,2451.0,2Medium,0.4426584793209319
YJR133W,865.0,0Low,0.1562217807476973
YJR134C,4648.0,4High,0.8394437420986094
YJR135C,5475.0,4High,0.9888026006862922
YJR135W-A,1178.0,1Medlow,0.2127505869604479
YJR136C,5266.0,4High,0.9510565288062127
YJR137C,2034.0,1Medlow,0.3673469387755102
YJR138W,2068.0,1Medlow,0.37348744807657575
YJR139C,634.0,0Low,0.11450243814339896
YJR140C,3140.0,2Medium,0.5670940942748781
YJR141W,5463.0,4High,0.9866353621094456
YJR142W,4088.0,3Medhigh,0.7383059418457648
YJR143C,1471.0,1Medlow,0.265667328878454
YJR144W,2624.0,2Medium,0.47390283547047135
YJR145C,29.0,0Low,0.005237493227379447
YJR147W,5454.0,4High,0.9850099331768105
YJR148W,1801.0,1Medlow,0.3252663897417374
YJR149W,3833.0,3Medhigh,0.6922521220877732
YJR150C,5318.0,4High,0.9604478959725483
YJR151C,5525.0,4High,0.9978327614231534
YJR152W,951.0,0Low,0.17175365721509842
YJR153W,1683.0,1Medlow,0.30395521040274515
YJR154W,4239.0,3Medhigh,0.7655770272710855
YJR156C,669.0,0Low,0.12082355065920174
YJR158W,3766.0,3Medhigh,0.6801517067003793
YJR159W,1604.0,1Medlow,0.2896875564385046
YJR160C,4470.0,4High,0.8072963698753838
YKL001C,200.0,0Low,0.036120642947444465
YKL002W,864.0,0Low,0.1560411775329601
YKL003C,1315.0,1Medlow,0.23749322737944736
YKL004W,741.0,0Low,0.13382698212028174
YKL005C,4663.0,4High,0.8421527903196677
YKL006C-A,3095.0,2Medium,0.5589669496117031
YKL006W,396.0,0Low,0.07151887303594004
YKL007W,3964.0,3Medhigh,0.7159111432183493
YKL008C,1793.0,1Medlow,0.3238215640238396
YKL009W,818.0,0Low,0.14773342965504785
YKL010C,2734.0,2Medium,0.4937691890915658
YKL011C,4726.0,4High,0.8535307928481127
YKL012W,3881.0,3Medhigh,0.7009210763951599
YKL013C,98.0,0Low,0.017699115044247787
YKL014C,5065.0,4High,0.914755282644031
YKL015W,2516.0,2Medium,0.45439768827885135
YKL016C,1700.0,1Medlow,0.30702546505327794
YKL017C,2079.0,1Medlow,0.3754740834386852
YKL018C-A,5482.0,4High,0.9900668231894528
YKL018W,946.0,0Low,0.17085064114141232
YKL019W,4291.0,3Medhigh,0.7749683944374209
YKL020C,3678.0,3Medhigh,0.6642586238035038
YKL021C,1325.0,1Medlow,0.23929925952681957
YKL022C,2158.0,1Medlow,0.3897417374029258
YKL023W,5459.0,4High,0.9859129492504967
YKL024C,1475.0,1Medlow,0.26638974173740293
YKL025C,3263.0,2Medium,0.5893082896875564
YKL026C,3355.0,3Medhigh,0.6059237854433809
YKL027W,2416.0,2Medium,0.43633736680512913
YKL028W,1673.0,1Medlow,0.30214917825537296
YKL029C,573.0,0Low,0.1034856420444284
YKL032C,1598.0,1Medlow,0.28860393715008126
YKL033W,4908.0,4High,0.8864005779302871
YKL033W-A,1618.0,1Medlow,0.29221600144482573
YKL034W,1714.0,1Medlow,0.30955391005959904
YKL035W,134.0,0Low,0.024200830774787793
YKL038W,3176.0,2Medium,0.5735958100054181
YKL039W,2561.0,2Medium,0.46252483294202634
YKL040C,1357.0,1Medlow,0.2450785623984107
YKL041W,1311.0,1Medlow,0.23677081452049847
YKL042W,4261.0,3Medhigh,0.7695502979953043
YKL043W,4475.0,4High,0.8081993859490699
YKL045W,1248.0,1Medlow,0.22539281199205347
YKL046C,676.0,0Low,0.12208777316236229
YKL047W,4776.0,4High,0.8625609535849739
YKL048C,4674.0,4High,0.8441394256817771
YKL049C,1886.0,1Medlow,0.3406176629944013
YKL050C,5339.0,4High,0.96424056348203
YKL051W,2340.0,2Medium,0.42261152248510025
YKL052C,4399.0,3Medhigh,0.794473541629041
YKL053C-A,554.0,0Low,0.10005418096442116
YKL054C,4049.0,3Medhigh,0.7312624164710132
YKL055C,4757.0,4High,0.8591294925049666
YKL056C,331.0,0Low,0.059779664078020586
YKL057C,3310.0,2Medium,0.5977966407802059
YKL058W,543.0,0Low,0.09806754560231172
YKL059C,1389.0,1Medlow,0.2508578652700018
YKL060C,718.0,0Low,0.12967310818132563
YKL061W,4179.0,3Medhigh,0.7547408343868521
YKL062W,4041.0,3Medhigh,0.7298175907531154
YKL063C,4266.0,3Medhigh,0.7704533140689904
YKL064W,1049.0,0Low,0.1894527722593462
YKL065C,3514.0,3Medhigh,0.6346396965865992
YKL067W,731.0,0Low,0.13202094997290953
YKL068W,4288.0,3Medhigh,0.7744265847932094
YKL068W-A,4843.0,4High,0.8746613689723677
YKL069W,3632.0,3Medhigh,0.6559508759255914
YKL070W,3783.0,3Medhigh,0.6832219613509121
YKL071W,4131.0,3Medhigh,0.7460718800794655
YKL072W,2729.0,2Medium,0.4928661730178797
YKL073W,3422.0,3Medhigh,0.6180242008307748
YKL074C,5144.0,4High,0.9290229366082716
YKL075C,3085.0,2Medium,0.5571609174643308
YKL077W,3062.0,2Medium,0.5530070435253748
YKL078W,1678.0,1Medlow,0.30305219432905905
YKL079W,4187.0,3Medhigh,0.7561856601047499
YKL080W,532.0,0Low,0.09608091024020228
YKL081W,1715.0,1Medlow,0.30973451327433627
YKL082C,2081.0,1Medlow,0.37583528986815967
YKL084W,3555.0,3Medhigh,0.6420444283908253
YKL085W,604.0,0Low,0.10908434170128228
YKL086W,3751.0,3Medhigh,0.677442658479321
YKL087C,2524.0,2Medium,0.45584251399674913
YKL088W,2846.0,2Medium,0.5139967491421348
YKL089W,2721.0,2Medium,0.49142134729998194
YKL090W,5214.0,4High,0.9416651616398772
YKL091C,1273.0,1Medlow,0.229907892360484
YKL092C,4431.0,4High,0.8002528445006322
YKL093W,4751.0,4High,0.8580458732165432
YKL094W,1530.0,1Medlow,0.27632291854795016
YKL095W,3017.0,2Medium,0.5448798988621998
YKL096W,4771.0,4High,0.8616579375112877
YKL096W-A,2324.0,2Medium,0.4197218710493047
YKL098W,4792.0,4High,0.8654506050207693
YKL099C,1819.0,1Medlow,0.3285172476070074
YKL100C,3938.0,3Medhigh,0.7112154596351815
YKL101W,3867.0,3Medhigh,0.6983926313888387
YKL103C,1636.0,1Medlow,0.2954668593100957
YKL104C,218.0,0Low,0.03937150081271447
YKL105C,5393.0,4High,0.97399313707784
YKL106W,1974.0,1Medlow,0.35651074589127685
YKL107W,2556.0,2Medium,0.46162181686834025
YKL108W,4975.0,4High,0.8985009933176811
YKL109W,4276.0,3Medhigh,0.7722593462163626
YKL110C,1284.0,1Medlow,0.23189452772259347
YKL112W,3952.0,3Medhigh,0.7137439046415026
YKL113C,455.0,0Low,0.08217446270543616
YKL114C,1339.0,1Medlow,0.2418277045331407
YKL116C,3622.0,3Medhigh,0.6541448437782192
YKL117W,901.0,0Low,0.1627234964782373
YKL119C,4573.0,4High,0.8258985009933176
YKL120W,760.0,0Low,0.13725844320028896
YKL121W,3652.0,3Medhigh,0.6595629402203359
YKL122C,4555.0,4High,0.8226476431280477
YKL124W,1760.0,1Medlow,0.3178616579375113
YKL125W,2366.0,2Medium,0.427307206068268
YKL126W,583.0,0Low,0.10529167419180062
YKL127W,1677.0,1Medlow,0.3028715911143218
YKL128C,3267.0,2Medium,0.5900307025465054
YKL129C,1406.0,1Medlow,0.2539281199205346
YKL130C,3282.0,2Medium,0.5927397507675637
YKL132C,4657.0,4High,0.8410691710312443
YKL133C,5337.0,4High,0.9638793570525556
YKL134C,3038.0,2Medium,0.5486725663716814
YKL135C,1539.0,1Medlow,0.27794834748058517
YKL137W,2386.0,2Medium,0.4309192703630125
YKL138C,1953.0,1Medlow,0.3527180783817952
YKL138C-A,3879.0,3Medhigh,0.7005598699656854
YKL139W,2811.0,2Medium,0.507675636626332
YKL140W,1370.0,1Medlow,0.2474264041899946
YKL141W,2151.0,1Medlow,0.38847751489976523
YKL142W,2050.0,1Medlow,0.3702365902113058
YKL143W,1750.0,1Medlow,0.31605562579013907
YKL144C,486.0,0Low,0.08777316236229005
YKL145W,316.0,0Low,0.057070615856962256
YKL146W,2102.0,1Medlow,0.3796279573776413
YKL148C,352.0,0Low,0.06357233158750225
YKL149C,3451.0,3Medhigh,0.6232616940581542
YKL150W,1446.0,1Medlow,0.2611522485100235
YKL151C,1391.0,1Medlow,0.25121907169947627
YKL152C,306.0,0Low,0.05526458370959003
YKL154W,4308.0,3Medhigh,0.7780386490879537
YKL155C,3053.0,2Medium,0.5513816145927397
YKL156W,45.0,0Low,0.008127144663175004
YKL157W,1166.0,1Medlow,0.21058334838360124
YKL159C,4919.0,4High,0.8883872132923966
YKL160W,986.0,0Low,0.17807476973090122
YKL161C,4599.0,4High,0.8305941845764855
YKL162C,4823.0,4High,0.8710493046776233
YKL163W,1771.0,1Medlow,0.3198482932996207
YKL164C,594.0,0Low,0.10727830955391006
YKL165C,1077.0,0Low,0.19450966227198843
YKL166C,1177.0,1Medlow,0.21256998374571068
YKL167C,3600.0,3Medhigh,0.6501715730540003
YKL168C,3870.0,3Medhigh,0.6989344410330504
YKL170W,375.0,0Low,0.06772620552645837
YKL171W,4067.0,3Medhigh,0.7345132743362832
YKL172W,2444.0,2Medium,0.44139425681777134
YKL173W,3434.0,3Medhigh,0.6201914394076214
YKL174C,1483.0,1Medlow,0.2678345674553007
YKL175W,3205.0,2Medium,0.5788333032327976
YKL176C,2499.0,2Medium,0.45132743362831856
YKL178C,2523.0,2Medium,0.4556619107820119
YKL179C,2116.0,1Medlow,0.3821564023839624
YKL180W,146.0,0Low,0.02636806935163446
YKL181W,265.0,0Low,0.04785985190536392
YKL182W,739.0,0Low,0.1334657756908073
YKL183W,3291.0,2Medium,0.5943651797001986
YKL184W,2044.0,1Medlow,0.3691529709228824
YKL185W,4146.0,3Medhigh,0.7487809283005238
YKL186C,1947.0,1Medlow,0.3516344590933719
YKL187C,4139.0,3Medhigh,0.7475167057973632
YKL188C,2462.0,2Medium,0.44464511468304135
YKL189W,1412.0,1Medlow,0.2550117392089579
YKL190W,184.0,0Low,0.033230991511648905
YKL191W,3523.0,3Medhigh,0.6362651255192342
YKL192C,1452.0,1Medlow,0.2622358677984468
YKL193C,1647.0,1Medlow,0.29745349467220517
YKL194C,1816.0,1Medlow,0.3279754379627957
YKL195W,4744.0,4High,0.8567816507133827
YKL196C,72.0,0Low,0.013003431461080007
YKL197C,4101.0,3Medhigh,0.7406537836373488
YKL198C,2547.0,2Medium,0.45999638793570524
YKL201C,2842.0,2Medium,0.5132743362831859
YKL203C,563.0,0Low,0.10167960989705617
YKL204W,4454.0,4High,0.8044067184395882
YKL205W,2728.0,2Medium,0.4926855698031425
YKL206C,4059.0,3Medhigh,0.7330684486183854
YKL207W,1276.0,1Medlow,0.2304497020046957
YKL208W,4686.0,4High,0.8463066642586238
YKL209C,3301.0,2Medium,0.5961712118475709
YKL210W,603.0,0Low,0.10890373848654505
YKL211C,1426.0,1Medlow,0.257540184215279
YKL212W,1834.0,1Medlow,0.33122629582806573
YKL213C,2229.0,2Medium,0.40256456564926857
YKL214C,3933.0,3Medhigh,0.7103124435614954
YKL215C,1145.0,1Medlow,0.20679068087411956
YKL216W,597.0,0Low,0.10782011919812173
YKL217W,1175.0,1Medlow,0.21220877731623622
YKL218C,3810.0,3Medhigh,0.688098248148817
YKL220C,3996.0,3Medhigh,0.7216904460899404
YKL221W,4411.0,3Medhigh,0.7966407802058877
YKL222C,5245.0,4High,0.9472638612967311
YKL224C,4914.0,4High,0.8874841972187105
YKR001C,498.0,0Low,0.08994040093913672
YKR002W,600.0,0Low,0.1083619288423334
YKR003W,1783.0,1Medlow,0.3220155318764674
YKR004C,4873.0,4High,0.8800794654144843
YKR005C,5435.0,4High,0.9815784720968034
YKR006C,4445.0,4High,0.8027812895069533
YKR007W,4596.0,4High,0.8300523749322738
YKR008W,3366.0,3Medhigh,0.6079104208054903
YKR009C,1261.0,1Medlow,0.22774065378363734
YKR010C,5373.0,4High,0.9703810727830955
YKR011C,4394.0,3Medhigh,0.7935705255553549
YKR013W,4224.0,3Medhigh,0.7628679790500271
YKR014C,1019.0,0Low,0.18403467581722954
YKR015C,5405.0,4High,0.9761603756546866
YKR016W,4043.0,3Medhigh,0.7301787971825898
YKR017C,1757.0,1Medlow,0.3173198482932996
YKR018C,922.0,0Low,0.16651616398771898
YKR019C,4884.0,4High,0.8820661007765939
YKR020W,5052.0,4High,0.9124074408524472
YKR021W,2840.0,2Medium,0.5129131298537114
YKR022C,5340.0,4High,0.9644211666967673
YKR023W,4185.0,3Medhigh,0.7558244536752754
YKR024C,1688.0,1Medlow,0.3048582264764313
YKR025W,3975.0,3Medhigh,0.7178977785804588
YKR026C,288.0,0Low,0.05201372584432003
YKR027W,3299.0,2Medium,0.5958100054180965
YKR028W,3473.0,3Medhigh,0.6272349647823732
YKR029C,4585.0,4High,0.8280657395701644
YKR030W,2212.0,1Medlow,0.3994943109987358
YKR031C,2122.0,1Medlow,0.38324002167238574
YKR034W,3161.0,2Medium,0.5708867617843597
YKR035W-A,444.0,0Low,0.08018782734332672
YKR036C,4913.0,4High,0.8873035940039733
YKR037C,2642.0,2Medium,0.47715369333574137
YKR038C,569.0,0Low,0.1027632291854795
YKR039W,2749.0,2Medium,0.49647823731262414
YKR041W,5377.0,4High,0.9711034856420444
YKR042W,1443.0,1Medlow,0.2606104388658118
YKR043C,765.0,0Low,0.13816145927397508
YKR044W,4281.0,3Medhigh,0.7731623622900488
YKR045C,4693.0,4High,0.8475708867617844
YKR046C,2574.0,2Medium,0.46487267473361027
YKR048C,2311.0,2Medium,0.41737402925772077
YKR049C,5227.0,4High,0.9440130034314611
YKR050W,3716.0,3Medhigh,0.6711215459635181
YKR051W,2968.0,2Medium,0.5360303413400759
YKR052C,791.0,0Low,0.14285714285714285
YKR053C,3816.0,3Medhigh,0.6891818674372404
YKR054C,4414.0,3Medhigh,0.7971825898500994
YKR055W,3099.0,2Medium,0.5596893624706519
YKR056W,2021.0,1Medlow,0.3649990969839263
YKR057W,62.0,0Low,0.011197399313707784
YKR058W,4980.0,4High,0.8994040093913672
YKR059W,133.0,0Low,0.02402022756005057
YKR060W,3442.0,3Medhigh,0.6216362651255193
YKR061W,2055.0,1Medlow,0.3711396062849919
YKR062W,893.0,0Low,0.16127867076033953
YKR063C,4546.0,4High,0.8210222141954127
YKR064W,4311.0,3Medhigh,0.7785804587321654
YKR065C,1887.0,1Medlow,0.3407982662091385
YKR066C,1808.0,1Medlow,0.32653061224489793
YKR067W,2495.0,2Medium,0.4506050207693697
YKR068C,702.0,0Low,0.12678345674553007
YKR069W,1911.0,1Medlow,0.34513274336283184
YKR070W,1548.0,1Medlow,0.2795737764132202
YKR071C,3367.0,3Medhigh,0.6080910240202275
YKR072C,3469.0,3Medhigh,0.6265125519234243
YKR074W,2033.0,1Medlow,0.367166335560773
YKR075C,4526.0,4High,0.8174101499006682
YKR076W,2346.0,2Medium,0.4236951417735236
YKR077W,4809.0,4High,0.8685208596713021
YKR078W,5148.0,4High,0.9297453494672205
YKR079C,2225.0,2Medium,0.40184215279031965
YKR080W,1012.0,0Low,0.182770453314069
YKR081C,891.0,0Low,0.1609174643308651
YKR082W,3761.0,3Medhigh,0.6792486906266931
YKR083C,4592.0,4High,0.8293299620733249
YKR084C,2625.0,2Medium,0.4740834386852086
YKR085C,4911.0,4High,0.8869423875744988
YKR086W,2627.0,2Medium,0.47444464511468304
YKR087C,1826.0,1Medlow,0.32978147011016795
YKR088C,3065.0,2Medium,0.5535488531695865
YKR089C,1820.0,1Medlow,0.32869785082174463
YKR090W,4864.0,4High,0.8784540364818494
YKR091W,5125.0,4High,0.9255914755282644
YKR092C,5413.0,4High,0.9776052013725844
YKR093W,992.0,0Low,0.17915838901932454
YKR094C,6.0,0Low,0.001083619288423334
YKR095W,4071.0,3Medhigh,0.735235687195232
YKR095W-A,3004.0,2Medium,0.5425320570706158
YKR096W,3417.0,3Medhigh,0.6171211847570887
YKR097W,226.0,0Low,0.04081632653061224
YKR098C,3785.0,3Medhigh,0.6835831677803865
YKR099W,2883.0,2Medium,0.5206790680874119
YKR100C,3509.0,3Medhigh,0.6337366805129131
YKR101W,5364.0,4High,0.9687556438504605
YKR102W,5312.0,4High,0.9593642766841249
YKR103W,5175.0,4High,0.9346216362651255
YKR104W,4808.0,4High,0.8683402564565649
YKR105C,3279.0,2Medium,0.592197941123352
YKR106W,4883.0,4High,0.8818854975618566
YLL001W,778.0,0Low,0.14050930106555898
YLL002W,4183.0,3Medhigh,0.7554632472458009
YLL003W,5136.0,4High,0.9275781108903739
YLL004W,1926.0,1Medlow,0.34784179158389017
YLL005C,4634.0,4High,0.8369152970922883
YLL006W,2374.0,2Medium,0.4287520317861658
YLL007C,4818.0,4High,0.8701462886039372
YLL008W,857.0,0Low,0.15477695502979952
YLL009C,682.0,0Low,0.12317139245078562
YLL010C,3479.0,3Medhigh,0.6283185840707964
YLL011W,582.0,0Low,0.10511107097706339
YLL012W,2289.0,2Medium,0.4134007585335019
YLL013C,2262.0,2Medium,0.4085244717355969
YLL014W,4874.0,4High,0.8802600686292216
YLL015W,1459.0,1Medlow,0.26350009030160737
YLL018C,340.0,0Low,0.06140509301065559
YLL018C-A,1502.0,1Medlow,0.2712660285353079
YLL019C,1449.0,1Medlow,0.26169405815423513
YLL021W,5058.0,4High,0.9134910601408706
YLL022C,5262.0,4High,0.9503341159472639
YLL023C,3584.0,3Medhigh,0.6472819216182049
YLL024C,751.0,0Low,0.13563301426765395
YLL025W,1743.0,1Medlow,0.3147914032869785
YLL026W,135.0,0Low,0.024381433989525015
YLL027W,3188.0,2Medium,0.5757630485822648
YLL028W,1601.0,1Medlow,0.28914574679429295
YLL029W,1818.0,1Medlow,0.32833664439227017
YLL031C,1188.0,1Medlow,0.21455661910782012
YLL032C,4939.0,4High,0.891999277587141
YLL033W,4876.0,4High,0.880621275058696
YLL034C,881.0,0Low,0.15911143218349286
YLL035W,3390.0,3Medhigh,0.6122448979591837
YLL036C,4996.0,4High,0.9022936608271627
YLL038C,2607.0,2Medium,0.4708325808199386
YLL039C,96.0,0Low,0.017337908614773342
YLL040C,1873.0,1Medlow,0.3382698212028174
YLL041C,538.0,0Low,0.09716452952862561
YLL042C,5137.0,4High,0.9277587141051111
YLL043W,1671.0,1Medlow,0.3017879718258985
YLL045C,436.0,0Low,0.07874300162542894
YLL046C,5211.0,4High,0.9411233519956655
YLL048C,1263.0,1Medlow,0.2281018602131118
YLL049W,5496.0,4High,0.9925952681957739
YLL050C,223.0,0Low,0.04027451688640058
YLL051C,4705.0,4High,0.849738125338631
YLL052C,1444.0,1Medlow,0.26079104208054904
YLL053C,2099.0,1Medlow,0.37908614773342963
YLL054C,5250.0,4High,0.9481668773704172
YLL055W,2261.0,2Medium,0.4083438685208597
YLL056C,5054.0,4High,0.9127686472819216
YLL057C,1797.0,1Medlow,0.3245439768827885
YLL058W,3090.0,2Medium,0.558063933538017
YLL060C,4976.0,4High,0.8986815965324183
YLL061W,4219.0,3Medhigh,0.761964962976341
YLL062C,3257.0,2Medium,0.5882246703991331
YLL064C,3416.0,3Medhigh,0.6169405815423514
YLL066C,5314.0,4High,0.9597254831135994
YLR001C,4670.0,4High,0.8434170128228282
YLR002C,2028.0,1Medlow,0.36626331948708685
YLR003C,3626.0,3Medhigh,0.6548672566371682
YLR004C,831.0,0Low,0.15008127144663175
YLR005W,754.0,0Low,0.13617482391186564
YLR006C,3804.0,3Medhigh,0.6870146288603937
YLR007W,4677.0,4High,0.8446812353259888
YLR008C,1745.0,1Medlow,0.315152609716453
YLR009W,386.0,0Low,0.06971284088856781
YLR011W,5101.0,4High,0.9212569983745711
YLR012C,3670.0,3Medhigh,0.6628137980856059
YLR014C,3460.0,3Medhigh,0.6248871229907892
YLR015W,3108.0,2Medium,0.561314791403287
YLR016C,4620.0,4High,0.8343868520859671
YLR017W,722.0,0Low,0.13039552104027452
YLR018C,5134.0,4High,0.9272169044608994
YLR019W,2460.0,2Medium,0.4442839082535669
YLR020C,1932.0,1Medlow,0.34892541087231355
YLR021W,4922.0,4High,0.8889290229366082
YLR022C,2026.0,1Medlow,0.36590211305761244
YLR023C,3074.0,2Medium,0.5551742821022214
YLR024C,3000.0,2Medium,0.541809644211667
YLR025W,2267.0,2Medium,0.409427487809283
YLR026C,1638.0,1Medlow,0.29582806573957016
YLR027C,1030.0,0Low,0.18602131117933898
YLR028C,356.0,0Low,0.06429474444645114
