ORF,RANK,BIN,evo_rate_norm
YDR312W,846.0,0Low,0.15279031966769008
YDR313C,4361.0,3Medhigh,0.7876106194690266
YDR314C,4866.0,4High,0.8788152429113238
YDR315C,5301.0,4High,0.9573776413220155
YDR316W,2886.0,2Medium,0.5212208777316236
YDR316W-A,548.0,0Low,0.09897056167599784
YDR316W-B,2757.0,2Medium,0.4979230630305219
YDR317W,4200.0,3Medhigh,0.7585335018963337
YDR318W,4173.0,3Medhigh,0.7536572150984288
YDR319C,4970.0,4High,0.8975979772439949
YDR320C,4854.0,4High,0.8766480043344772
YDR320C-A,3611.0,3Medhigh,0.6521582084161098
YDR321W,1034.0,0Low,0.18674372403828787
YDR322C-A,3227.0,2Medium,0.5828065739570164
YDR322W,3304.0,2Medium,0.5967130214917825
YDR323C,3748.0,3Medhigh,0.6769008488351093
YDR324C,1554.0,1Medlow,0.2806573957016435
YDR325W,2363.0,2Medium,0.42676539642405636
YDR326C,2775.0,2Medium,0.5011739208957919
YDR328C,541.0,0Low,0.09770633917283728
YDR329C,3060.0,2Medium,0.5526458370959003
YDR330W,2376.0,2Medium,0.42911323821564024
YDR331W,2049.0,1Medlow,0.37005598699656855
YDR332W,2856.0,2Medium,0.515802781289507
YDR333C,2464.0,2Medium,0.4450063211125158
YDR334W,2718.0,2Medium,0.49087953765577025
YDR335W,1207.0,1Medlow,0.21798808018782734
YDR336W,5047.0,4High,0.911504424778761
YDR337W,1393.0,1Medlow,0.2515802781289507
YDR338C,1308.0,1Medlow,0.23622900487628679
YDR339C,454.0,0Low,0.08199385949069893
YDR341C,390.0,0Low,0.0704352537475167
YDR342C,1977.0,1Medlow,0.35705255553548854
YDR343C,1570.0,1Medlow,0.28354704713743906
YDR345C,1133.0,1Medlow,0.2046234422972729
YDR346C,1746.0,1Medlow,0.31533321293119015
YDR347W,3408.0,3Medhigh,0.6154957558244537
YDR348C,3198.0,2Medium,0.577569080729637
YDR349C,4003.0,3Medhigh,0.722954668593101
YDR350C,4981.0,4High,0.8995846126061043
YDR351W,4076.0,3Medhigh,0.7361387032689182
YDR352W,2626.0,2Medium,0.4742640418999458
YDR353W,620.0,0Low,0.11197399313707784
YDR354W,2756.0,2Medium,0.49774245981578474
YDR356W,4736.0,4High,0.8553368249954849
YDR357C,3819.0,3Medhigh,0.6897236770814521
YDR358W,4386.0,3Medhigh,0.7921256998374571
YDR359C,4004.0,3Medhigh,0.7231352718078382
YDR361C,2204.0,1Medlow,0.398049485280838
YDR362C,3577.0,3Medhigh,0.6460176991150443
YDR363W,4522.0,4High,0.8166877370417194
YDR363W-A,2240.0,2Medium,0.404551201011378
YDR364C,2984.0,2Medium,0.5389199927758714
YDR365C,2071.0,1Medlow,0.37402925772078743
YDR365W-B,3342.0,3Medhigh,0.603575943651797
YDR367W,3270.0,2Medium,0.590572512190717
YDR368W,1617.0,1Medlow,0.2920353982300885
YDR369C,5305.0,4High,0.9581000541809644
YDR370C,5106.0,4High,0.9221600144482571
YDR371W,4267.0,3Medhigh,0.7706339172837277
YDR372C,807.0,0Low,0.1457467942929384
YDR373W,555.0,0Low,0.10023478417915839
YDR374C,4123.0,3Medhigh,0.7446270543615676
YDR374W-A,3453.0,3Medhigh,0.6236229004876287
YDR375C,1085.0,0Low,0.1959544879898862
YDR376W,2705.0,2Medium,0.4885316958641864
YDR377W,1144.0,1Medlow,0.20661007765938233
YDR378C,961.0,0Low,0.17355968936247065
YDR379C-A,2550.0,2Medium,0.46053819757991693
YDR379W,4212.0,3Medhigh,0.7607007404731804
YDR380W,2648.0,2Medium,0.4782373126241647
YDR381C-A,3343.0,3Medhigh,0.6037565468665342
YDR381W,2078.0,1Medlow,0.375293480223948
YDR382W,648.0,0Low,0.11703088314972007
YDR383C,4130.0,3Medhigh,0.7458912768647282
YDR384C,1355.0,1Medlow,0.24471735596893623
YDR385W,112.0,0Low,0.020227560050568902
YDR386W,3201.0,2Medium,0.5781108903738487
YDR387C,2885.0,2Medium,0.5210402745168864
YDR388W,948.0,0Low,0.17121184757088675
YDR389W,1810.0,1Medlow,0.3268918186743724
YDR390C,2590.0,2Medium,0.46776232616940583
YDR391C,3507.0,3Medhigh,0.6333754740834386
YDR392W,319.0,0Low,0.057612425501173924
YDR393W,4150.0,3Medhigh,0.7495033411594726
YDR394W,320.0,0Low,0.057793028715911146
YDR395W,1662.0,1Medlow,0.3001625428932635
YDR397C,355.0,0Low,0.06411414123171393
YDR398W,3413.0,3Medhigh,0.6163987718981397
YDR399W,385.0,0Low,0.0695322376738306
YDR400W,2319.0,2Medium,0.41881885497561855
YDR402C,2057.0,1Medlow,0.37150081271446633
YDR403W,2268.0,2Medium,0.40960809102402024
YDR404C,178.0,0Low,0.03214737222322557
YDR405W,3392.0,3Medhigh,0.6126061043886581
YDR406W,2747.0,2Medium,0.49611703088314973
YDR407C,3255.0,2Medium,0.5878634639696586
YDR408C,1400.0,1Medlow,0.2528445006321112
YDR409W,4169.0,3Medhigh,0.7529348022394798
YDR410C,3735.0,3Medhigh,0.6745530070435254
YDR411C,4701.0,4High,0.8490157124796821
YDR412W,2870.0,2Medium,0.5183312262958281
YDR414C,4800.0,4High,0.8668954307386671
YDR415C,3568.0,3Medhigh,0.6443922701824093
YDR416W,4703.0,4High,0.8493769189091566
YDR418W,69.0,0Low,0.01246162181686834
YDR419W,2961.0,2Medium,0.5347661188369153
YDR420W,5532.0,4High,0.9990969839263139
YDR421W,4214.0,3Medhigh,0.7610619469026548
YDR422C,4199.0,3Medhigh,0.7583528986815965
YDR423C,5362.0,4High,0.9683944374209861
YDR424C,1957.0,1Medlow,0.35344049124074406
YDR425W,3779.0,3Medhigh,0.6824995484919631
YDR427W,1172.0,1Medlow,0.21166696767202456
YDR428C,4346.0,3Medhigh,0.7849015712479682
YDR429C,1450.0,1Medlow,0.26187466136897236
YDR430C,1710.0,1Medlow,0.3088314972006502
YDR432W,952.0,0Low,0.17193426042983564
YDR434W,1944.0,1Medlow,0.3510926494491602
YDR435C,3861.0,3Medhigh,0.6973090121004154
YDR436W,3167.0,2Medium,0.5719703810727831
YDR437W,3484.0,3Medhigh,0.6292216001444826
YDR438W,5228.0,4High,0.9441936066461983
YDR439W,5346.0,4High,0.9655047859851905
YDR440W,4174.0,3Medhigh,0.753837818313166
YDR441C,3136.0,2Medium,0.5663716814159292
YDR443C,1982.0,1Medlow,0.3579555716091746
YDR444W,2725.0,2Medium,0.49214376015893085
YDR446W,4910.0,4High,0.8867617843597616
YDR447C,195.0,0Low,0.03521762687375835
YDR448W,601.0,0Low,0.10854253205707061
YDR449C,1536.0,1Medlow,0.2774065378363735
YDR450W,56.0,0Low,0.010113780025284451
YDR451C,4881.0,4High,0.8815242911323822
YDR452W,3717.0,3Medhigh,0.6713021491782554
YDR453C,904.0,0Low,0.16326530612244897
YDR454C,801.0,0Low,0.1446631750045151
YDR456W,1083.0,0Low,0.19559328156041178
YDR457W,1542.0,1Medlow,0.2784901571247968
YDR458C,4904.0,4High,0.8856781650713382
YDR459C,4407.0,3Medhigh,0.7959183673469388
YDR460W,686.0,0Low,0.12389380530973451
YDR461C-A,5526.0,4High,0.9980133646378906
YDR462W,2903.0,2Medium,0.5242911323821564
YDR463W,3356.0,3Medhigh,0.6061043886581181
YDR464W,4517.0,4High,0.8157847209680332
YDR465C,2905.0,2Medium,0.5246523388116309
YDR466W,4259.0,3Medhigh,0.7691890915658298
YDR468C,2258.0,2Medium,0.407802058876648
YDR469W,5270.0,4High,0.9517789416651616
YDR470C,4057.0,3Medhigh,0.7327072421889109
YDR471W,201.0,0Low,0.03630124616218169
YDR472W,2543.0,2Medium,0.4592739750767564
YDR473C,4284.0,3Medhigh,0.7737041719342604
YDR475C,4015.0,3Medhigh,0.7251219071699476
YDR476C,4213.0,3Medhigh,0.7608813436879176
YDR477W,574.0,0Low,0.10366624525916561
YDR478W,5093.0,4High,0.9198121726566733
YDR479C,2853.0,2Medium,0.5152609716452953
YDR480W,5374.0,4High,0.9705616759978327
YDR481C,2829.0,2Medium,0.510926494491602
YDR482C,4153.0,3Medhigh,0.7500451508036843
YDR483W,3003.0,2Medium,0.5423514538558787
YDR484W,2701.0,2Medium,0.4878092830052375
YDR485C,4665.0,4High,0.8425139967491422
YDR486C,1498.0,1Medlow,0.27054361567635904
YDR487C,875.0,0Low,0.15802781289506954
YDR488C,5121.0,4High,0.9248690626693156
YDR489W,2109.0,1Medlow,0.3808921798808019
YDR490C,4652.0,4High,0.8401661549575582
YDR492W,3160.0,2Medium,0.5707061585696226
YDR493W,3686.0,3Medhigh,0.6657034495214015
YDR494W,4646.0,4High,0.8390825356691349
YDR495C,4902.0,4High,0.8853169586418638
YDR496C,1431.0,1Medlow,0.25844320028896517
YDR497C,1112.0,1Medlow,0.2008307747877912
YDR498C,4760.0,4High,0.8596713021491783
YDR499W,3132.0,2Medium,0.5656492685569803
YDR500C,311.0,0Low,0.056167599783276144
YDR501W,4679.0,4High,0.8450424417554633
YDR502C,137.0,0Low,0.02474264041899946
YDR503C,4341.0,3Medhigh,0.7839985551742821
YDR505C,3475.0,3Medhigh,0.6275961712118475
YDR506C,5402.0,4High,0.975618566010475
YDR507C,1879.0,1Medlow,0.3393534404912407
YDR508C,2575.0,2Medium,0.4650532779483475
YDR510W,271.0,0Low,0.04894347119378725
YDR511W,2238.0,2Medium,0.4041899945819036
YDR512C,3435.0,3Medhigh,0.6203720426223587
YDR513W,1681.0,1Medlow,0.30359400397327074
YDR514C,3773.0,3Medhigh,0.6814159292035398
YDR515W,5472.0,4High,0.9882607910420805
YDR516C,567.0,0Low,0.10240202275600506
YDR517W,3143.0,2Medium,0.5676359039190898
YDR518W,3947.0,3Medhigh,0.7128408885678165
YDR519W,3208.0,2Medium,0.5793751128770092
YDR520C,3570.0,3Medhigh,0.6447534766118836
YDR522C,3688.0,3Medhigh,0.6660646559508759
YDR523C,2203.0,1Medlow,0.39786888206610077
YDR524C,4746.0,4High,0.8571428571428571
YDR524C-B,642.0,0Low,0.11594726386129674
YDR525W-A,3486.0,3Medhigh,0.629582806573957
YDR527W,2999.0,2Medium,0.5416290409969298
YDR528W,4687.0,4High,0.846487267473361
YDR529C,836.0,0Low,0.15098428752031787
YDR530C,4666.0,4High,0.8426945999638794
YDR531W,1573.0,1Medlow,0.2840888567816507
YDR532C,5229.0,4High,0.9443742098609356
YDR533C,3315.0,2Medium,0.598699656853892
YDR534C,5425.0,4High,0.9797724399494311
YDR536W,2327.0,2Medium,0.42026368069351633
YDR538W,3544.0,3Medhigh,0.6400577930287159
YDR539W,1278.0,1Medlow,0.23081090843417013
YDR540C,1869.0,1Medlow,0.33754740834386854
YDR541C,3419.0,3Medhigh,0.6174823911865631
YDR542W,3058.0,2Medium,0.5522846306664259
YDR545W,4944.0,4High,0.8929022936608272
YEL001C,5034.0,4High,0.9091565829871772
YEL002C,3532.0,3Medhigh,0.6378905544518693
YEL003W,1695.0,1Medlow,0.30612244897959184
YEL004W,5108.0,4High,0.9225212208777316
YEL005C,5230.0,4High,0.9445548130756728
YEL006W,2176.0,1Medlow,0.3929925952681958
YEL007W,3683.0,3Medhigh,0.6651616398771898
YEL009C,2910.0,2Medium,0.5255553548853169
YEL011W,354.0,0Low,0.0639335380169767
YEL012W,1126.0,1Medlow,0.20335921979411234
YEL013W,252.0,0Low,0.045512010113780026
YEL015W,2080.0,1Medlow,0.37565468665342244
YEL016C,5246.0,4High,0.9474444645114684
YEL017W,4576.0,4High,0.8264403106375293
YEL018W,4377.0,3Medhigh,0.7905002709048221
YEL019C,3695.0,3Medhigh,0.6673288784540364
YEL020C,2825.0,2Medium,0.5102040816326531
YEL020W-A,181.0,0Low,0.03268918186743724
YEL021W,314.0,0Low,0.05670940942748781
YEL022W,1759.0,1Medlow,0.3176810547227741
YEL023C,3446.0,3Medhigh,0.6223586779844681
YEL024W,437.0,0Low,0.07892360484016615
YEL025C,5485.0,4High,0.9906086328336644
YEL026W,18.0,0Low,0.0032508578652700017
YEL027W,14.0,0Low,0.0025284450063211127
YEL029C,2381.0,2Medium,0.4300162542893263
YEL030W,1981.0,1Medlow,0.3577749683944374
YEL031W,888.0,0Low,0.16037565468665343
YEL032W,727.0,0Low,0.13129853711396064
YEL034W,297.0,0Low,0.05363915477695503
YEL036C,712.0,0Low,0.12858948889290228
YEL037C,2401.0,2Medium,0.4336283185840708
YEL038W,2974.0,2Medium,0.5371139606284991
YEL039C,578.0,0Low,0.1043886581181145
YEL040W,3254.0,2Medium,0.5876828607549215
YEL041W,3381.0,3Medhigh,0.6106194690265486
YEL042W,2585.0,2Medium,0.4668593100957197
YEL043W,3217.0,2Medium,0.5810005418096442
YEL044W,2292.0,2Medium,0.4139425681777136
YEL046C,947.0,0Low,0.17103124435614955
YEL047C,1510.0,1Medlow,0.2727108542532057
YEL048C,3939.0,3Medhigh,0.7113960628499187
YEL049W,3233.0,2Medium,0.5838901932454398
YEL050C,1333.0,1Medlow,0.24074408524471735
YEL051W,364.0,0Low,0.06573957016434892
YEL052W,1494.0,1Medlow,0.2698212028174102
YEL053C,4218.0,3Medhigh,0.7617843597616037
YEL054C,154.0,0Low,0.02781289506953224
YEL055C,3885.0,3Medhigh,0.7016434892541087
YEL056W,2584.0,2Medium,0.4666787068809825
YEL057C,5091.0,4High,0.9194509662271988
YEL058W,2979.0,2Medium,0.5380169767021853
YEL060C,2368.0,2Medium,0.42766841249774246
YEL061C,2332.0,2Medium,0.4211666967672025
YEL062W,2880.0,2Medium,0.5201372584432002
YEL063C,3511.0,3Medhigh,0.6340978869423876
YEL064C,1867.0,1Medlow,0.3371862019143941
YEL065W,3719.0,3Medhigh,0.6716633556077298
YEL066W,4595.0,4High,0.8298717717175366
YEL069C,4188.0,3Medhigh,0.7563662633194871
YEL070W,1560.0,1Medlow,0.2817410149900668
YEL071W,998.0,0Low,0.18024200830774786
YEL072W,5292.0,4High,0.9557522123893806
YEL073C,5488.0,4High,0.9911504424778761
YEL077C,5151.0,4High,0.9302871591114322
YER001W,4549.0,4High,0.8215640238396243
YER002W,3111.0,2Medium,0.5618566010474987
YER003C,879.0,0Low,0.15875022575401843
YER004W,2828.0,2Medium,0.5107458912768648
YER005W,3096.0,2Medium,0.5591475528264404
YER006W,1090.0,0Low,0.19685750406357233
YER007C-A,675.0,0Low,0.12190716994762507
YER007W,5218.0,4High,0.942387574498826
YER008C,3447.0,3Medhigh,0.6225392811992053
YER009W,140.0,0Low,0.025284450063211124
YER010C,2807.0,2Medium,0.506953223767383
YER011W,4262.0,3Medhigh,0.7697309012100415
YER012W,658.0,0Low,0.11883691529709228
YER013W,2166.0,1Medlow,0.39118656312082356
YER014W,3103.0,2Medium,0.5604117753296008
YER015W,1851.0,1Medlow,0.3342965504785985
YER016W,2764.0,2Medium,0.4991872855336825
YER017C,1050.0,0Low,0.18963337547408343
YER018C,5309.0,4High,0.9588224670399134
YER019C-A,2867.0,2Medium,0.5177894166516164
YER019W,1639.0,1Medlow,0.2960086689543074
YER020W,2412.0,2Medium,0.4356149539461802
YER021W,1567.0,1Medlow,0.28300523749322737
YER022W,3071.0,2Medium,0.5546324724580097
YER023W,1110.0,1Medlow,0.20046956835831678
YER024W,1640.0,1Medlow,0.2961892721690446
YER025W,152.0,0Low,0.027451688640057793
YER026C,803.0,0Low,0.14502438143398952
YER027C,2030.0,1Medlow,0.3666245259165613
YER028C,5500.0,4High,0.9933176810547227
YER029C,2933.0,2Medium,0.5297092288242731
YER030W,4352.0,3Medhigh,0.7859851905363916
YER031C,1470.0,1Medlow,0.26548672566371684
YER032W,4886.0,4High,0.8824273072060683
YER033C,4697.0,4High,0.8482932996207333
YER034W,5317.0,4High,0.9602672927578111
YER035W,5284.0,4High,0.9543073866714827
YER036C,254.0,0Low,0.04587321654325447
YER037W,3092.0,2Medium,0.5584251399674914
YER038C,5210.0,4High,0.9409427487809283
YER039C,1934.0,1Medlow,0.34928661730178795
YER040W,3185.0,2Medium,0.5752212389380531
YER041W,4577.0,4High,0.8266209138522665
YER042W,1129.0,1Medlow,0.203901029438324
YER043C,192.0,0Low,0.034675817229546685
YER044C,1716.0,1Medlow,0.3099151164890735
YER044C-A,5448.0,4High,0.9839263138883872
YER045C,5265.0,4High,0.9508759255914755
YER046W,2521.0,2Medium,0.4553007043525375
YER047C,3623.0,3Medhigh,0.6543254469929565
YER048C,1060.0,0Low,0.19143940762145567
YER048W-A,2475.0,2Medium,0.4469929564746252
YER049W,1223.0,1Medlow,0.2208777316236229
YER050C,3275.0,2Medium,0.5914755282644031
YER051W,4306.0,3Medhigh,0.7776774426584793
YER052C,506.0,0Low,0.0913852266570345
YER053C,749.0,0Low,0.13527180783817952
YER054C,4124.0,3Medhigh,0.7448076575763048
YER055C,880.0,0Low,0.15893082896875566
YER056C,1362.0,1Medlow,0.2459815784720968
YER056C-A,401.0,0Low,0.07242188910962614
YER057C,1299.0,1Medlow,0.2346035759436518
YER058W,2487.0,2Medium,0.4491601950514719
YER059W,3801.0,3Medhigh,0.6864728192161821
YER060W,2089.0,1Medlow,0.37728011558605745
YER060W-A,2230.0,2Medium,0.4027451688640058
YER061C,3213.0,2Medium,0.5802781289506953
YER062C,177.0,0Low,0.03196676900848835
YER063W,4682.0,4High,0.845584251399675
YER064C,4730.0,4High,0.8542532057070615
YER065C,458.0,0Low,0.08271627234964782
YER067W,1480.0,1Medlow,0.267292757811089
YER068W,1493.0,1Medlow,0.26964059960267295
YER069W,1115.0,1Medlow,0.2013725844320029
YER070W,536.0,0Low,0.09680332309915117
YER071C,5313.0,4High,0.9595448798988622
YER072W,424.0,0Low,0.07657576304858227
YER073W,1163.0,1Medlow,0.21004153873938955
YER074W,101.0,0Low,0.018240924688459455
YER074W-A,1436.0,1Medlow,0.25934621636265126
YER075C,3374.0,3Medhigh,0.6093552465233881
YER076C,5404.0,4High,0.9759797724399494
YER077C,4590.0,4High,0.8289687556438504
YER078C,1830.0,1Medlow,0.33050388296911687
YER079W,2874.0,2Medium,0.519053639154777
YER080W,2723.0,2Medium,0.4917825537294564
YER081W,345.0,0Low,0.0623081090843417
YER082C,1054.0,0Low,0.19035578833303232
YER083C,3679.0,3Medhigh,0.6644392270182409
YER085C,5477.0,4High,0.9891638071157667
YER086W,330.0,0Low,0.059599060863283364
YER087C-B,2037.0,1Medlow,0.36788874841972186
YER087W,2908.0,2Medium,0.5251941484558426
YER088C,5165.0,4High,0.9328156041177533
YER089C,1467.0,1Medlow,0.26494491601950515
YER090W,503.0,0Low,0.09084341701282282
YER091C,321.0,0Low,0.05797363193064837
YER092W,4364.0,3Medhigh,0.7881524291132382
YER093C,1918.0,1Medlow,0.3463969658659924
YER093C-A,4295.0,3Medhigh,0.7756908072963699
YER094C,284.0,0Low,0.05129131298537114
YER095W,448.0,0Low,0.08091024020227561
YER096W,4303.0,3Medhigh,0.7771356330142677
YER098W,4084.0,3Medhigh,0.737583528986816
YER099C,616.0,0Low,0.11125158027812895
YER100W,1773.0,1Medlow,0.3202094997290952
YER101C,2136.0,1Medlow,0.3857684666787069
YER102W,203.0,0Low,0.03666245259165613
YER103W,933.0,0Low,0.16850279934982842
YER104W,5272.0,4High,0.9521401480946361
YER105C,4793.0,4High,0.8656312082355065
YER106W,5416.0,4High,0.9781470110167961
YER107C,695.0,0Low,0.12551923424236952
YER109C,5244.0,4High,0.9470832580819939
YER110C,579.0,0Low,0.10456926133285173
YER111C,3487.0,3Medhigh,0.6297634097886943
YER112W,3950.0,3Medhigh,0.7133826982120282
YER113C,4209.0,3Medhigh,0.7601589308289688
YER114C,3359.0,3Medhigh,0.6066461983023298
YER115C,5520.0,4High,0.9969297453494672
YER116C,5140.0,4High,0.9283005237493227
YER117W,95.0,0Low,0.01715730540003612
YER118C,1491.0,1Medlow,0.2692793931731985
YER119C,3450.0,3Medhigh,0.623081090843417
YER120W,4456.0,4High,0.8047679248690627
YER121W,5537.0,4High,1.0
YER122C,1653.0,1Medlow,0.2985371139606285
YER123W,1224.0,1Medlow,0.22105833483836013
YER124C,4134.0,3Medhigh,0.746613689723677
YER125W,220.0,0Low,0.039732707242188914
YER126C,230.0,0Low,0.04153873938956113
YER127W,2744.0,2Medium,0.49557522123893805
YER128W,4217.0,3Medhigh,0.7616037565468665
YER129W,3363.0,3Medhigh,0.6073686111612787
YER130C,4039.0,3Medhigh,0.729456384323641
YER131W,66.0,0Low,0.011919812172656674
YER132C,3875.0,3Medhigh,0.6998374571067365
YER133W,16.0,0Low,0.0028896514357955572
YER134C,2284.0,2Medium,0.4124977424598158
YER136W,129.0,0Low,0.02329781470110168
YER137C,4807.0,4High,0.8681596532418278
YER138C,2788.0,2Medium,0.5035217626873758
YER139C,1859.0,1Medlow,0.3357413761964963
YER140W,4246.0,3Medhigh,0.766841249774246
YER141W,1605.0,1Medlow,0.2898681596532418
YER142C,3655.0,3Medhigh,0.6601047498645476
YER143W,2192.0,1Medlow,0.39588224670399136
YER144C,4277.0,3Medhigh,0.7724399494310998
YER145C,2126.0,1Medlow,0.38396243453133466
YER146W,1962.0,1Medlow,0.3543435073144302
YER147C,4560.0,4High,0.8235506592017338
YER148W,197.0,0Low,0.0355788333032328
YER149C,3980.0,3Medhigh,0.7188007946541448
YER150W,4055.0,3Medhigh,0.7323460357594365
YER151C,2621.0,2Medium,0.4733610258262597
YER152C,2577.0,2Medium,0.4654144843778219
YER153C,5379.0,4High,0.9714646920715189
YER154W,1134.0,1Medlow,0.20480404551201012
YER155C,2310.0,2Medium,0.41719342604298354
YER156C,1479.0,1Medlow,0.2671121545963518
YER157W,3839.0,3Medhigh,0.6933357413761965
YER158C,4985.0,4High,0.9003070254650533
YER159C,3526.0,3Medhigh,0.6368069351634459
YER160C,4186.0,3Medhigh,0.7560050568900126
YER161C,2514.0,2Medium,0.4540364818493769
YER162C,3485.0,3Medhigh,0.6294022033592198
YER163C,2810.0,2Medium,0.5074950334115947
YER164W,1080.0,0Low,0.19505147191620012
YER165W,278.0,0Low,0.0502076936969478
YER166W,1036.0,0Low,0.18710493046776233
YER167W,3997.0,3Medhigh,0.7218710493046776
YER168C,2529.0,2Medium,0.4567455300704353
YER169W,2160.0,1Medlow,0.39010294383240024
YER170W,2858.0,2Medium,0.5161639877189814
YER171W,250.0,0Low,0.04515080368430558
YER172C,2904.0,2Medium,0.5244717355968936
YER173W,4286.0,3Medhigh,0.7740653783637349
YER174C,2517.0,2Medium,0.4545782914935886
YER175C,3088.0,2Medium,0.5577027271085425
YER176W,3746.0,3Medhigh,0.6765396424056348
YER177W,167.0,0Low,0.030160736861116127
YER178W,304.0,0Low,0.05490337728011559
YER179W,268.0,0Low,0.048401661549575585
YER180C,5271.0,4High,0.9519595448798989
YER180C-A,3041.0,2Medium,0.5492143760158931
YER182W,3154.0,2Medium,0.5696225392811992
YER183C,2441.0,2Medium,0.4408524471735597
YER184C,5142.0,4High,0.9286617301787972
YER185W,4979.0,4High,0.89922340617663
YER187W,5359.0,4High,0.9678526277767744
YER190W,4885.0,4High,0.8822467039913311
YFL001W,3690.0,3Medhigh,0.6664258623803504
YFL002C,1961.0,1Medlow,0.354162904099693
YFL002W-A,3738.0,3Medhigh,0.6750948166877371
YFL003C,2944.0,2Medium,0.5316958641863825
YFL004W,2144.0,1Medlow,0.3872132923966047
YFL005W,253.0,0Low,0.04569261332851725
YFL007W,1865.0,1Medlow,0.3368249954849196
YFL008W,1651.0,1Medlow,0.298175907531154
YFL009W,2581.0,2Medium,0.4661368972367708
YFL010C,3634.0,3Medhigh,0.6563120823550659
YFL011W,2307.0,2Medium,0.4166516163987719
YFL012W,5522.0,4High,0.9972909517789417
YFL013C,4360.0,3Medhigh,0.7874300162542893
YFL014W,1364.0,1Medlow,0.24634278490157124
YFL016C,1394.0,1Medlow,0.2517608813436879
YFL017C,3105.0,2Medium,0.5607729817590753
YFL017W-A,2445.0,2Medium,0.44157486003250856
YFL018C,639.0,0Low,0.11540545421708506
YFL020C,4362.0,3Medhigh,0.7877912226837638
YFL021W,4380.0,3Medhigh,0.7910420805490338
YFL022C,553.0,0Low,0.09987357774968394
YFL023W,5147.0,4High,0.9295647462524833
YFL024C,1885.0,1Medlow,0.3404370597796641
YFL025C,4022.0,3Medhigh,0.7263861296731082
YFL026W,2879.0,2Medium,0.519956655228463
YFL027C,5111.0,4High,0.9230630305219433
YFL028C,1131.0,1Medlow,0.20426223586779846
YFL029C,4434.0,4High,0.8007946541448437
YFL030W,3046.0,2Medium,0.5501173920895792
YFL031W,4149.0,3Medhigh,0.7493227379447354
YFL033C,2125.0,1Medlow,0.38378183131659743
YFL034C-A,1396.0,1Medlow,0.25212208777316236
YFL034C-B,494.0,0Low,0.08921798808018783
YFL034W,2689.0,2Medium,0.4856420444283908
YFL036W,1361.0,1Medlow,0.24580097525735958
YFL037W,144.0,0Low,0.026006862922160014
YFL038C,257.0,0Low,0.04641502618746614
YFL039C,13.0,0Low,0.0023478417915838903
YFL040W,3231.0,2Medium,0.5835289868159653
YFL041W,1854.0,1Medlow,0.3348383601228102
YFL042C,4260.0,3Medhigh,0.769369694780567
YFL044C,3604.0,3Medhigh,0.6508939859129492
YFL045C,533.0,0Low,0.0962615134549395
YFL046W,505.0,0Low,0.09120462344229727
YFL047W,1973.0,1Medlow,0.3563301426765396
YFL048C,2857.0,2Medium,0.5159833845042442
YFL049W,4092.0,3Medhigh,0.7390283547047137
YFL050C,4275.0,3Medhigh,0.7720787430016254
YFL051C,5391.0,4High,0.9736319306483655
YFL052W,1343.0,1Medlow,0.2425501173920896
YFL053W,1348.0,1Medlow,0.24345313346577568
YFL054C,4446.0,4High,0.8029618927216905
YFL055W,2987.0,2Medium,0.5394618024200831
YFL058W,239.0,0Low,0.043164168322196134
YFL059W,710.0,0Low,0.12822828246342785
YFL060C,3398.0,3Medhigh,0.6136897236770814
YFR001W,1440.0,1Medlow,0.2600686292216001
YFR002W,2009.0,1Medlow,0.36283185840707965
YFR003C,3219.0,2Medium,0.5813617482391187
YFR004W,132.0,0Low,0.023839624345313348
YFR005C,4733.0,4High,0.8547950153512732
YFR006W,2260.0,2Medium,0.40816326530612246
YFR007W,4021.0,3Medhigh,0.726205526458371
YFR008W,5038.0,4High,0.9098789958461261
YFR009W,496.0,0Low,0.08957919450966227
YFR010W,978.0,0Low,0.17662994401300344
YFR011C,3405.0,3Medhigh,0.614953946180242
YFR012W,5414.0,4High,0.9777858045873217
YFR012W-A,4289.0,3Medhigh,0.7746071880079466
YFR013W,3726.0,3Medhigh,0.6729275781108903
YFR014C,2685.0,2Medium,0.48491963156944196
YFR015C,641.0,0Low,0.11576666064655951
YFR016C,5333.0,4High,0.9631569441936066
YFR017C,3981.0,3Medhigh,0.718981397868882
YFR018C,4514.0,4High,0.8152429113238215
YFR019W,1676.0,1Medlow,0.3026909878995846
YFR021W,1616.0,1Medlow,0.2918547950153513
YFR022W,3687.0,3Medhigh,0.6658840527361387
YFR023W,2580.0,2Medium,0.4659562940220336
YFR024C-A,1026.0,0Low,0.1852988983203901
YFR025C,4128.0,3Medhigh,0.7455300704352538
YFR027W,3720.0,3Medhigh,0.6718439588224671
YFR028C,1529.0,1Medlow,0.27614231533321293
YFR029W,2742.0,2Medium,0.4952140148094636
YFR030W,2188.0,1Medlow,0.39515983384504244
YFR031C,1940.0,1Medlow,0.3503702365902113
YFR031C-A,15.0,0Low,0.0027090482210583348
YFR032C,4227.0,3Medhigh,0.7634097886942388
YFR032C-A,189.0,0Low,0.03413400758533502
YFR033C,4452.0,4High,0.8040455120101138
YFR034C,4603.0,4High,0.8313165974354344
YFR036W,3166.0,2Medium,0.5717897778580459
YFR037C,1758.0,1Medlow,0.31750045150803685
YFR038W,2342.0,2Medium,0.42297272891457466
YFR039C,5169.0,4High,0.9335380169767021
