cluster_id,cluster_name,n_pairs,mean_ppi_score,mean_abs_eps,frac_pos_gi,frac_neg_gi,spearman_r,spearman_p
184,GNA1/CHZ1/HDA3,3,10.0,0.24243333333333336,1.0,0.0,nan,nan
171,SDH9/SDH2/SDH4,3,6.0,0.04644999999999999,1.0,0.0,0.8660254037844387,0.33333333333333326
14,RRN9/RPA43/RRN10,3,5.666666666666667,0.40418333333333334,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666
306,CAC2/RLF2/MSI1,3,7.333333333333333,0.10231666666666667,1.0,0.0,-0.8660254037844387,0.33333333333333326
123,PPA2/RGL1/TUS1,3,3.3333333333333335,0.3607888888888889,0.3333333333333333,0.6666666666666666,-0.8660254037844387,0.33333333333333326
167,NCL1/APS2/APL1,3,7.333333333333333,0.02298333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0
26,TSR3/RGD1/MCM4,2,2.0,0.03605,0.0,1.0,nan,nan
166,HIR2/HIR3/HPC2,2,7.0,0.027075000000000002,1.0,0.0,nan,nan
75,NAP1/KAP114/YPL150W,2,3.0,0.0398,0.5,0.5,nan,nan
277,SUM1/RFM1/HST1,2,6.0,0.034,1.0,0.0,nan,nan
158,ATG11/PYC2/RAD5,2,6.5,0.215025,0.0,1.0,nan,nan
68,POP2/NOT5/YJR011C,2,4.0,0.096525,1.0,0.0,nan,nan
96,SIC1/CLN1/CLB5,2,6.0,0.081125,0.5,0.5,nan,nan
89,SVS1/AZF1/GYP1,2,3.0,0.0344,0.5,0.5,nan,nan
86,NCA2/YME2/MRS4,2,3.0,0.0517,0.5,0.5,nan,nan
224,ALF1/CIN1/CIN4,2,4.5,0.041675000000000004,0.5,0.5,nan,nan
132,MDM10/AGA1/SST2,2,3.0,0.056775,0.5,0.5,nan,nan
240,APM1/APS1/APL2,2,8.5,0.060649999999999996,0.5,0.5,nan,nan
76,PAN2/RIF1/SAM4,2,3.0,0.05215,0.0,1.0,nan,nan
77,RTC6/CDC21/MTM1,2,4.0,0.131375,0.5,0.5,nan,nan
124,GPH1/GLG2/GSY1,2,4.0,0.009524999999999999,0.5,0.5,nan,nan
187,PPZ1/VHS3/CAB3,2,8.0,0.27992500000000003,0.5,0.5,nan,nan
32,ERG10/YJR015W/HRD1,2,8.0,0.098275,0.0,1.0,nan,nan
173,DIG1/DIG2/KAR4,2,8.0,0.18805,0.5,0.5,nan,nan
230,CMR2/SAC7/ART5,2,2.0,0.070275,0.5,0.5,nan,nan
180,SOL1/MUK1/ADE17,2,6.0,0.423425,0.0,1.0,nan,nan
177,CTR9/LEO1/RTF1,2,9.5,0.125075,0.5,0.5,nan,nan
137,GPB2/GPX1/TRX2,2,2.0,0.380925,0.0,1.0,nan,nan
192,TSL1/TPS2/TPS3,2,10.0,0.146575,1.0,0.0,nan,nan
281,TCD1/TCD2/MCY1,1,10.0,0.03535,1.0,0.0,nan,nan
280,BUL1/HAM1/ARO10,1,4.0,0.004,0.0,1.0,nan,nan
196,SCT1/GPT2/NUS1,1,2.0,0.7191000000000001,0.0,1.0,nan,nan
276,MSH6/MSH3/MSH2,1,8.0,0.01195,0.0,1.0,nan,nan
163,MGM101/PIF1/RIM1,1,7.0,0.03715,0.0,1.0,nan,nan
193,YHB1/FAA3/FAA4,1,2.0,0.0491,1.0,0.0,nan,nan
135,ABP1/APP1/INP52,1,4.0,0.423,0.0,1.0,nan,nan
113,PTM1/KEX1/YMR253C,1,3.0,0.005000000000000001,1.0,0.0,nan,nan
382,LAC1/LAG1,1,10.0,0.5297,0.0,1.0,nan,nan
197,SEC62/SEC63/SEC66,1,10.0,0.03315,0.0,1.0,nan,nan
29,BUD14/PSK1/YMR206W,1,3.0,0.0009499999999999995,1.0,0.0,nan,nan
380,YHR112C/CYS3,1,4.0,0.0056,1.0,0.0,nan,nan
379,SSB2/SSB1,1,6.0,0.9432,0.0,1.0,nan,nan
370,GSP2/NCE103/MOG1,1,4.0,0.3105,0.0,1.0,nan,nan
513,GCY1/MSN4,1,2.0,0.0366,1.0,0.0,nan,nan
56,MAG2/SWI6/WHI5,1,4.0,0.0795,1.0,0.0,nan,nan
289,GLO4/HRQ1/YNK1,1,3.0,0.0217,0.0,1.0,nan,nan
553,BUB3/BUB1,1,4.0,0.1648,1.0,0.0,nan,nan
47,PTC5/DCI1/YGR127W,1,6.0,0.03165,1.0,0.0,nan,nan
398,ACH1/GSH2,1,2.0,0.0773,0.0,1.0,nan,nan
595,ESBP6/YLR177W,1,2.0,0.011099999999999999,1.0,0.0,nan,nan
285,YOR342C/SUN4/RDL1,1,2.0,0.078,0.0,1.0,nan,nan
591,DYN3/DYN1,1,4.0,0.13435,1.0,0.0,nan,nan
419,PAI3/PEP4,1,4.0,0.013049999999999999,1.0,0.0,nan,nan
